,DEPT,HCAL,GR,DTCO,DTSM,NPHI,RHOZ,PEFZ,facies,facies_number,Kmeans
539,10944.0,8.6745,44.0997,57.1603,106.6877,0.0489,2.7255,4.7961,clean,1,2
540,10944.5,8.652,47.6586,58.4369,106.611,0.0532,2.7036,4.8854,clean,1,2
541,10945.0,8.6296,51.1081,58.5336,106.0558,0.0498,2.7008,4.9117,shale,2,2
542,10945.5,8.652,52.427,58.4813,106.0033,0.0465,2.713,4.9135,shale,2,2
543,10946.0,8.652,47.9881,56.905,104.6557,0.0363,2.7253,4.8914,clean,1,2
544,10946.5,8.652,45.0346,56.7034,103.9981,0.0321,2.7322,4.8316,clean,1,2
545,10947.0,8.6296,44.3321,56.4876,102.714,0.0322,2.7401,4.71,clean,1,2
546,10947.5,8.652,50.0328,55.4025,101.2674,0.0461,2.7419,4.6317,shale,2,2
547,10948.0,8.6745,49.3976,54.8723,101.1323,0.0499,2.74,4.6235,clean,1,2
548,10948.5,8.6745,46.2688,54.3664,100.1124,0.0499,2.7167,4.764,clean,1,2
549,10949.0,8.6296,42.9435,52.7541,99.7467,0.0452,2.6999,4.8637,clean,1,2
550,10949.5,8.6745,43.8521,52.4964,100.3441,0.0405,2.6881,4.9323,clean,1,2
551,10950.0,8.6296,50.5512,52.8947,101.6173,0.0403,2.6902,4.9193,shale,2,2
552,10950.5,8.6408,43.1239,54.4384,102.6994,0.0316,2.6891,4.9202,clean,1,2
553,10951.0,8.652,38.9256,56.2768,104.1472,0.0241,2.691,4.9249,clean,1,2
554,10951.5,8.6633,30.1744,57.3173,105.1688,0.0209,2.6983,4.947,clean,1,2
555,10952.0,8.652,30.1255,57.5578,105.4134,0.015,2.7076,5.025,clean,1,2
556,10952.5,8.652,22.7757,57.4375,105.1911,0.0137,2.7223,5.0789,clean,1,2
557,10953.0,8.6296,23.1657,56.7515,104.1937,0.0098,2.727,5.1197,clean,1,2
558,10953.5,8.652,28.8426,55.6402,103.2772,0.0134,2.7277,5.0521,clean,1,2
559,10954.0,8.6745,43.3697,55.4329,103.4538,0.0208,2.7172,4.9641,clean,1,2
560,10954.5,8.6296,49.3924,55.4287,103.3439,0.0351,2.708,4.8857,clean,1,2
561,10955.0,8.652,55.3786,55.5728,103.2096,0.0457,2.702,4.8596,shale,2,2
562,10955.5,8.652,55.4778,56.3408,104.429,0.0521,2.6992,4.872,shale,2,2
563,10956.0,8.652,54.7082,56.473,104.5935,0.0459,2.6981,4.9008,shale,2,2
564,10956.5,8.6745,47.2319,56.6544,104.6743,0.0366,2.7025,4.9209,clean,1,2
565,10957.0,8.652,43.1115,57.0793,105.6346,0.0226,2.7099,4.913,clean,1,2
566,10957.5,8.652,41.152,56.8838,106.1699,0.0221,2.7145,4.9154,clean,1,2
567,10958.0,8.6296,42.8983,58.3737,106.994,0.0255,2.7155,4.978,clean,1,2
568,10958.5,8.652,38.859,58.555,107.274,0.0299,2.7261,5.0152,clean,1,2
569,10959.0,8.6296,40.9359,58.7336,107.4613,0.0361,2.7426,4.9945,clean,1,2
570,10959.5,8.6296,44.5233,59.4107,109.9023,0.0366,2.7444,4.9146,clean,1,2
571,10960.0,8.6296,48.1164,59.1489,107.3084,0.038,2.7306,4.8785,clean,1,2
572,10960.5,8.652,48.4953,58.5127,106.1082,0.0406,2.7237,4.811,clean,1,2
573,10961.0,8.652,45.9496,57.1999,105.8858,0.0406,2.7224,4.7689,clean,1,2
574,10961.5,8.6296,46.5294,56.5599,105.5362,0.053,2.7281,4.6907,clean,1,2
575,10962.0,8.652,49.1113,56.3177,105.0036,0.0605,2.714,4.7255,clean,1,2
576,10962.5,8.6745,48.4166,56.5242,105.5556,0.0645,2.7153,4.7064,clean,1,2
577,10963.0,8.6745,55.2251,56.8615,105.4672,0.0651,2.7146,4.703,shale,2,2
578,10963.5,8.652,54.0586,56.7974,105.6774,0.0606,2.7202,4.668,shale,2,2
579,10964.0,8.6745,48.5868,57.1091,106.3927,0.0533,2.7154,4.7061,clean,1,2
580,10964.5,8.6296,38.8031,56.5552,105.8517,0.0393,2.7128,4.7583,clean,1,2
581,10965.0,8.652,38.1565,57.1552,106.4085,0.031,2.7105,4.8171,clean,1,2
582,10965.5,8.652,41.5013,58.3964,106.431,0.0299,2.7069,4.8509,clean,1,2
583,10966.0,8.652,44.7756,57.6527,105.3238,0.0382,2.7055,4.8488,clean,1,2
584,10966.5,8.652,48.8973,57.2231,105.5181,0.0439,2.7129,4.791,clean,1,2
585,10967.0,8.652,54.0148,56.5337,105.3909,0.0493,2.736,4.662,shale,2,2
586,10967.5,8.6745,54.3679,56.5102,103.9577,0.0441,2.7371,4.6444,shale,2,2
587,10968.0,8.652,47.9023,56.4314,103.0171,0.0396,2.7249,4.6651,clean,1,2
588,10968.5,8.652,44.0523,56.5009,102.5641,0.0409,2.7019,4.7314,clean,1,2
589,10969.0,8.652,47.6112,55.5732,102.0845,0.0457,2.7078,4.6925,clean,1,2
590,10969.5,8.652,48.1613,55.18,101.4028,0.0425,2.7204,4.6725,clean,1,2
591,10970.0,8.652,47.8418,54.6506,100.7074,0.0339,2.7265,4.6983,clean,1,2
592,10970.5,8.652,45.5471,53.6257,100.0305,0.0284,2.7246,4.7163,clean,1,2
593,10971.0,8.652,49.667,54.3953,100.6325,0.0276,2.7253,4.6959,clean,1,2
594,10971.5,8.652,51.7431,54.6028,100.9463,0.0284,2.7284,4.6654,shale,2,2
595,10972.0,8.6633,45.6052,55.0572,100.8217,0.0247,2.7272,4.6926,clean,1,2
596,10972.5,8.652,39.739,55.445,101.5812,0.0221,2.7234,4.7397,clean,1,2
597,10973.0,8.652,35.1637,55.5381,101.2565,0.0207,2.7281,4.739,clean,1,2
598,10973.5,8.652,34.0147,55.3571,100.3535,0.0193,2.7257,4.741,clean,1,2
599,10974.0,8.6296,33.9674,54.9776,100.101,0.0176,2.731,4.6746,clean,1,2
600,10974.5,8.6296,37.3647,54.5047,99.7786,0.0177,2.7389,4.6121,clean,1,2
601,10975.0,8.652,41.8331,54.3265,99.8054,0.0221,2.7373,4.6411,clean,1,2
602,10975.5,8.6296,43.0766,54.4893,100.711,0.0293,2.7247,4.741,clean,1,2
603,10976.0,8.652,43.026,54.6643,102.0147,0.029,2.7056,4.8172,clean,1,2
604,10976.5,8.6296,44.0674,56.3254,104.3037,0.0248,2.6994,4.7972,clean,1,2
605,10977.0,8.652,44.9645,57.0568,105.5553,0.0212,2.6973,4.7917,clean,1,2
606,10977.5,8.6296,43.1689,57.204,105.3596,0.017,2.6961,4.8362,clean,1,2
607,10978.0,8.652,40.9365,58.4285,106.4399,0.0145,2.6942,4.8979,clean,1,2
608,10978.5,8.6745,39.052,58.4332,106.298,0.0113,2.69,4.9503,clean,1,2
609,10979.0,8.6745,37.904,58.4884,105.8572,0.0124,2.6971,4.9241,clean,1,2
610,10979.5,8.6745,38.5826,58.44,105.3754,0.0161,2.6951,4.9136,clean,1,2
611,10980.0,8.6745,44.2399,57.3399,104.7963,0.0214,2.696,4.8431,clean,1,2
612,10980.5,8.6745,53.1969,56.8306,104.0056,0.0282,2.6873,4.8472,shale,2,2
613,10981.0,8.652,54.9107,56.564,104.3215,0.0278,2.6936,4.8116,shale,2,2
614,10981.5,8.6745,55.1672,56.5203,103.8082,0.0369,2.7008,4.802,shale,2,2
615,10982.0,8.652,54.0276,56.9734,103.9888,0.0394,2.7085,4.7419,shale,2,2
616,10982.5,8.652,60.0086,58.253,104.6628,0.0482,2.7178,4.6697,shale,2,2
617,10983.0,8.652,57.426,58.3498,103.0198,0.0463,2.7195,4.6658,shale,2,2
618,10983.5,8.6296,52.004,57.3885,102.4598,0.046,2.7203,4.685,shale,2,2
619,10984.0,8.6296,49.1777,55.6545,103.0456,0.037,2.71,4.7346,clean,1,2
620,10984.5,8.652,49.7082,55.459,104.5944,0.0305,2.7061,4.7123,clean,1,2
621,10985.0,8.6296,50.8869,56.7567,106.1002,0.0294,2.703,4.6825,shale,2,2
622,10985.5,8.652,48.8548,57.6565,106.9689,0.0321,2.702,4.6225,clean,1,2
623,10986.0,8.6745,49.868,59.5336,110.4194,0.0386,2.7006,4.5693,clean,1,2
624,10986.5,8.652,48.4681,60.4465,111.5599,0.0403,2.6965,4.5671,clean,1,2
625,10987.0,8.6745,47.3454,61.0773,111.851,0.0351,2.6982,4.6319,clean,1,2
626,10987.5,8.6745,42.4705,60.5853,111.0879,0.022,2.7042,4.7458,clean,1,2
627,10988.0,8.6745,42.4705,59.2871,109.4153,0.0188,2.7244,4.7493,clean,1,2
628,10988.5,8.6745,46.9563,58.6226,109.3248,0.0247,2.7426,4.656,clean,1,2
629,10989.0,8.6633,50.5615,58.4585,108.6039,0.0415,2.7453,4.5275,shale,2,2
630,10989.5,8.652,61.5311,58.622,109.2477,0.062,2.7447,4.4108,shale,2,2
631,10990.0,8.652,65.6068,58.934,110.4773,0.0673,2.724,4.3774,shale,2,2
632,10990.5,8.652,69.269,60.3258,110.9768,0.072,2.7115,4.3868,shale,2,2
633,10991.0,8.652,61.6341,60.5404,111.2918,0.0624,2.6925,4.483,shale,2,2
634,10991.5,8.652,53.6707,60.7465,109.8473,0.0543,2.6966,4.5309,shale,2,2
635,10992.0,8.6296,50.5031,60.3371,107.1872,0.0493,2.7061,4.5296,shale,2,2
636,10992.5,8.6745,50.384,58.6601,105.8899,0.046,2.7109,4.513,shale,2,2
637,10993.0,8.6296,51.6594,58.3705,104.5748,0.0508,2.7137,4.4918,shale,2,2
638,10993.5,8.6296,52.1908,57.6115,103.1449,0.0506,2.7103,4.4713,shale,2,2
639,10994.0,8.652,55.7582,57.0575,101.2732,0.0505,2.7026,4.4602,shale,2,2
640,10994.5,8.652,59.368,55.5695,99.9814,0.0596,2.6968,4.4491,shale,2,2
641,10995.0,8.6745,62.6022,54.4586,99.0801,0.0581,2.6941,4.4787,shale,2,2
642,10995.5,8.652,56.8454,53.461,98.5371,0.06,2.7062,4.4863,shale,2,2
643,10996.0,8.652,51.6981,53.378,97.9944,0.0487,2.7046,4.5725,shale,2,2
644,10996.5,8.652,45.418,54.5188,98.397,0.0425,2.7046,4.5951,clean,1,2
645,10997.0,8.6745,45.418,54.7944,98.9118,0.0412,2.6957,4.6153,clean,1,2
646,10997.5,8.6296,42.6895,54.8765,99.9128,0.0374,2.6965,4.5793,clean,1,2
647,10998.0,8.652,37.7834,55.5135,101.9509,0.0312,2.6927,4.571,clean,1,2
648,10998.5,8.652,30.9801,56.4194,102.8334,0.0188,2.6926,4.5355,clean,1,2
649,10999.0,8.6745,28.8518,57.2016,103.6795,0.0115,2.7014,4.4654,clean,1,2
650,10999.5,8.6745,28.0759,58.347,104.7935,0.0096,2.7208,4.3649,clean,1,2
651,11000.0,8.652,34.1097,58.2703,105.0409,0.011,2.7267,4.3428,clean,1,2
652,11000.5,8.652,35.0417,58.2881,105.4048,0.0158,2.7203,4.3758,clean,1,2
653,11001.0,8.6745,39.4089,58.3176,105.2616,0.0183,2.7083,4.4614,clean,1,2
654,11001.5,8.652,39.1376,58.3761,104.9783,0.0239,2.6957,4.5506,clean,1,2
655,11002.0,8.652,48.4082,57.6691,104.9911,0.0292,2.6872,4.6126,clean,1,2
656,11002.5,8.652,50.2038,57.1756,104.8054,0.0384,2.6811,4.6451,shale,2,2
657,11003.0,8.6745,54.6091,57.1778,104.7394,0.0414,2.6846,4.6523,shale,2,2
658,11003.5,8.652,52.1018,57.0553,104.2383,0.0403,2.6949,4.6268,shale,2,2
659,11004.0,8.652,51.5732,56.6436,103.6907,0.0391,2.7082,4.5546,shale,2,2
660,11004.5,8.652,56.0873,56.5356,103.7289,0.0391,2.7114,4.4844,shale,2,2
661,11005.0,8.6745,55.0424,56.4345,103.6372,0.0387,2.7088,4.428,shale,2,2
662,11005.5,8.6745,58.7017,56.472,103.9439,0.0392,2.702,4.432,shale,2,2
663,11006.0,8.652,57.4695,57.0846,104.2885,0.0384,2.7008,4.4717,shale,2,2
664,11006.5,8.6745,59.2273,58.2841,103.4681,0.0403,2.6961,4.5808,shale,2,2
665,11007.0,8.652,57.1227,57.2063,102.666,0.0399,2.6943,4.685,shale,2,2
666,11007.5,8.652,50.5512,55.5083,102.5712,0.0345,2.6982,4.7379,shale,2,2
667,11008.0,8.6296,44.9645,55.0204,103.1458,0.0273,2.7035,4.7446,clean,1,2
668,11008.5,8.652,41.6635,55.4324,103.0878,0.0233,2.7024,4.7373,clean,1,2
669,11009.0,8.6296,42.8712,56.6532,103.2859,0.0243,2.696,4.722,clean,1,2
670,11009.5,8.652,45.7664,56.8944,103.632,0.0282,2.688,4.6931,clean,1,2
671,11010.0,8.6745,50.8631,56.4778,104.4633,0.0305,2.6792,4.681,shale,2,2
672,11010.5,8.6633,45.1696,56.5007,104.7941,0.0319,2.6746,4.7094,clean,1,2
673,11011.0,8.652,36.8785,56.6263,104.6978,0.0232,2.6863,4.7193,clean,1,2
674,11011.5,8.652,30.9787,56.7051,104.9606,0.0209,2.6866,4.8105,clean,1,2
675,11012.0,8.652,34.8664,57.3884,105.6356,0.0233,2.6831,4.8816,clean,1,2
676,11012.5,8.652,41.0318,57.2326,104.8483,0.0314,2.6766,4.9083,clean,1,2
677,11013.0,8.652,40.6387,55.717,103.9136,0.0325,2.6944,4.8112,clean,1,2
678,11013.5,8.652,42.701,56.248,104.761,0.0283,2.7079,4.7593,clean,1,2
679,11014.0,8.6408,45.1257,55.0174,103.3542,0.0274,2.7071,4.8197,clean,1,2
680,11014.5,8.652,45.7753,56.356,103.1218,0.0275,2.6951,4.9381,clean,1,2
681,11015.0,8.652,46.7035,55.6495,103.4785,0.0281,2.7011,4.9341,clean,1,2
682,11015.5,8.652,47.0818,54.6825,103.7519,0.0317,2.7072,4.8972,clean,1,2
683,11016.0,8.652,49.441,56.3432,105.8132,0.0377,2.7056,4.8825,clean,1,2
684,11016.5,8.652,46.7016,56.5226,106.7224,0.0384,2.7089,4.8744,clean,1,2
685,11017.0,8.6745,40.955,58.4908,106.836,0.0287,2.7113,4.8974,clean,1,2
686,11017.5,8.652,40.6325,59.5322,110.1577,0.0218,2.7297,4.8166,clean,1,2
687,11018.0,8.652,40.6804,60.6431,111.4687,0.0192,2.7278,4.7907,clean,1,2
688,11018.5,8.652,41.0589,61.255,110.586,0.0198,2.742,4.6507,clean,1,2
689,11019.0,8.652,40.466,61.0504,107.2274,0.0183,2.7379,4.612,clean,1,2
690,11019.5,8.652,37.099,59.5155,105.0031,0.0193,2.7409,4.5553,clean,1,2
691,11020.0,8.6296,39.0983,57.2619,103.3092,0.0318,2.7281,4.5893,clean,1,2
692,11020.5,8.652,48.4281,55.5156,102.2778,0.0473,2.7198,4.62,clean,1,2
693,11021.0,8.652,54.4866,54.6006,101.1963,0.058,2.7074,4.6868,shale,2,2
694,11021.5,8.6296,57.361,54.6397,101.1238,0.0604,2.7031,4.6871,shale,2,2
695,11022.0,8.652,56.4047,54.7905,101.9025,0.0659,2.7022,4.6232,shale,2,2
696,11022.5,8.6296,54.9465,55.385,102.7038,0.073,2.6999,4.546,shale,2,2
697,11023.0,8.652,51.7902,56.4106,103.0434,0.0663,2.691,4.5659,shale,2,2
698,11023.5,8.652,41.7035,56.6636,103.8511,0.0464,2.6864,4.6671,clean,1,2
699,11024.0,8.6408,38.0931,57.0518,104.6674,0.0269,2.6948,4.7713,clean,1,2
700,11024.5,8.652,37.644,56.9598,104.7671,0.0196,2.7032,4.8595,clean,1,2
701,11025.0,8.6296,41.4505,57.0732,105.2269,0.0188,2.7071,4.9079,clean,1,2
702,11025.5,8.652,42.7693,56.8333,105.4775,0.0194,2.7027,4.9432,clean,1,2
703,11026.0,8.6745,44.6965,57.5117,107.3116,0.0242,2.699,4.9679,clean,1,2
704,11026.5,8.6745,45.5201,58.5049,110.6169,0.0347,2.6937,5.0075,clean,1,2
705,11027.0,8.652,48.3728,59.0884,111.2628,0.0455,2.6965,5.0046,clean,1,2
706,11027.5,8.6633,45.9468,59.5043,111.8594,0.0461,2.7021,4.9835,clean,1,2
707,11028.0,8.652,41.5345,60.4288,112.0237,0.044,2.7135,4.914,clean,1,2
708,11028.5,8.6296,42.5296,60.3745,112.6419,0.0425,2.7081,4.9274,clean,1,2
709,11029.0,8.652,44.9556,59.5545,113.5631,0.0436,2.6962,4.9531,clean,1,2
710,11029.5,8.652,53.03,60.4211,114.6507,0.043,2.6835,4.97,shale,2,2
711,11030.0,8.6745,52.2605,61.7952,116.5182,0.0455,2.6816,4.9106,shale,2,2
712,11030.5,8.652,55.251,64.7535,117.9799,0.0535,2.6961,4.7726,shale,2,2
713,11031.0,8.6296,53.8974,66.7594,117.8999,0.0564,2.7041,4.7003,shale,2,2
714,11031.5,8.652,56.0643,66.6729,116.3817,0.0636,2.7151,4.6548,shale,2,2
715,11032.0,8.652,55.5027,63.54,113.6433,0.0608,2.7076,4.7328,shale,2,2
716,11032.5,8.652,57.181,60.3399,109.754,0.0619,2.7151,4.6801,shale,2,2
717,11033.0,8.652,63.4522,57.3503,105.197,0.062,2.7149,4.5577,shale,2,2
718,11033.5,8.652,75.976,56.7446,102.8529,0.0826,2.7136,4.3356,shale,2,0
719,11034.0,8.652,92.7666,55.1672,101.4214,0.1248,2.6913,4.2383,shale,2,0
720,11034.5,8.6745,100.8499,53.7894,102.2452,0.1321,2.6798,4.2605,shale,2,0
721,11035.0,8.652,92.7058,54.494,104.0718,0.1072,2.6875,4.3963,shale,2,0
722,11035.5,8.6296,71.1046,56.3965,104.7772,0.0588,2.7095,4.5517,shale,2,2
723,11036.0,8.652,57.6613,58.4209,105.3569,0.0389,2.7228,4.6745,shale,2,2
724,11036.5,8.6745,52.6472,59.509,106.7602,0.0306,2.7228,4.7299,shale,2,2
725,11037.0,8.652,49.623,58.8714,108.6394,0.0299,2.7113,4.8043,clean,1,2
726,11037.5,8.652,40.9364,58.9576,109.3716,0.0204,2.7032,4.8822,clean,1,2
727,11038.0,8.652,39.5211,59.2415,111.0886,0.0174,2.7,4.9296,clean,1,2
728,11038.5,8.652,44.3615,60.6173,111.8215,0.0217,2.7062,4.8659,clean,1,2
729,11039.0,8.6296,52.2583,62.3392,112.3207,0.0324,2.7131,4.7606,shale,2,2
730,11039.5,8.652,55.4915,62.3772,113.2794,0.0445,2.7164,4.7208,shale,2,2
731,11040.0,8.6296,57.8121,62.4307,113.9687,0.0439,2.7239,4.7164,shale,2,2
732,11040.5,8.652,60.3821,62.5438,113.8958,0.0448,2.718,4.8048,shale,2,2
733,11041.0,8.652,60.5003,63.4778,113.5942,0.0547,2.7076,4.8727,shale,2,2
734,11041.5,8.6296,62.6435,64.4342,112.5386,0.0619,2.6936,4.9226,shale,2,2
735,11042.0,8.6296,63.1719,62.533,111.9118,0.074,2.6917,4.9077,shale,2,2
736,11042.5,8.652,64.5255,59.4747,113.0116,0.072,2.7062,4.8277,shale,2,2
737,11043.0,8.652,61.5349,59.6663,114.7317,0.0739,2.7214,4.7616,shale,2,2
738,11043.5,8.652,59.7393,62.0762,116.0978,0.0792,2.7225,4.7158,shale,2,2
739,11044.0,8.652,58.8422,66.9277,117.1953,0.0926,2.7074,4.7414,shale,2,2
740,11044.5,8.652,64.8411,69.1053,117.7743,0.0971,2.6911,4.8052,shale,2,2
741,11045.0,8.6745,59.2302,68.4269,117.656,0.0815,2.6857,4.9004,shale,2,2
742,11045.5,8.652,53.9,66.3653,116.7156,0.0565,2.6824,4.976,shale,2,2
743,11046.0,8.652,51.4897,65.1065,114.678,0.0542,2.6828,4.9122,shale,2,2
744,11046.5,8.6745,66.3351,64.5582,112.4218,0.0858,2.6825,4.7397,shale,2,2
745,11047.0,8.6745,86.6179,63.1277,111.5106,0.125,2.6824,4.5748,shale,2,0
746,11047.5,8.652,91.3076,62.4105,111.3877,0.1406,2.6793,4.5418,shale,2,0
747,11048.0,8.6745,86.3614,61.0079,109.3008,0.119,2.6734,4.6235,shale,2,0
748,11048.5,8.652,79.388,60.4525,108.8779,0.0971,2.6764,4.6823,shale,2,0
749,11049.0,8.652,76.1936,60.3345,110.5286,0.089,2.6743,4.759,shale,2,0
750,11049.5,8.6745,72.1618,60.6502,112.1638,0.0913,2.6814,4.7959,shale,2,0
751,11050.0,8.6296,65.3788,61.7326,113.6064,0.0852,2.6912,4.8272,shale,2,2
752,11050.5,8.652,64.5108,64.5255,115.4296,0.0777,2.7116,4.7876,shale,2,2
753,11051.0,8.652,62.6952,66.3852,116.4045,0.0731,2.7167,4.803,shale,2,2
754,11051.5,8.6408,60.9008,65.1003,116.2362,0.0691,2.7079,4.8779,shale,2,2
755,11052.0,8.652,52.4234,64.4043,116.0117,0.06,2.6971,4.9511,shale,2,2
756,11052.5,8.652,56.745,63.2746,115.9178,0.0555,2.6968,4.9404,shale,2,2
757,11053.0,8.652,67.9167,64.5427,116.8873,0.0678,2.7063,4.8317,shale,2,2
758,11053.5,8.652,75.767,66.3207,117.1053,0.0902,2.6977,4.78,shale,2,0
759,11054.0,8.6296,79.4173,66.5134,116.8734,0.1017,2.6919,4.698,shale,2,0
760,11054.5,8.6296,72.7313,65.2274,115.5295,0.1075,2.6974,4.5942,shale,2,0
761,11055.0,8.6745,72.32,64.4453,115.0726,0.1003,2.7111,4.5229,shale,2,0
762,11055.5,8.652,68.9687,63.4844,114.1063,0.0961,2.7237,4.5101,shale,2,2
763,11056.0,8.652,72.5478,63.3906,112.9572,0.0938,2.7165,4.5568,shale,2,0
764,11056.5,8.652,74.1851,63.2981,111.7947,0.1017,2.7048,4.5304,shale,2,0
765,11057.0,8.652,74.4331,61.6057,108.9428,0.1145,2.6864,4.5227,shale,2,0
766,11057.5,8.652,72.9791,58.9114,105.6002,0.1154,2.6765,4.5554,shale,2,0
767,11058.0,8.652,72.3428,57.5419,104.4465,0.105,2.6833,4.5932,shale,2,0
768,11058.5,8.6296,75.0854,56.8757,102.6067,0.0956,2.695,4.5916,shale,2,0
769,11059.0,8.652,70.4118,56.5736,101.7154,0.0961,2.698,4.5867,shale,2,2
770,11059.5,8.652,70.4201,56.3869,101.8031,0.095,2.6894,4.6333,shale,2,2
771,11060.0,8.652,66.9332,55.2982,102.6249,0.0863,2.6768,4.7513,shale,2,2
772,11060.5,8.652,63.5007,55.553,104.5845,0.0644,2.6817,4.8364,shale,2,2
773,11061.0,8.652,55.7253,56.7004,106.7243,0.0489,2.6876,4.9422,shale,2,2
774,11061.5,8.652,44.1822,58.7365,110.9852,0.0391,2.7036,4.9663,clean,1,2
775,11062.0,8.652,40.8926,61.0186,112.8773,0.0383,2.7079,5.0091,clean,1,2
776,11062.5,8.652,40.9892,62.8323,115.0671,0.0382,2.7148,5.0121,clean,1,2
777,11063.0,8.6296,44.6552,64.4972,117.0097,0.0354,2.7095,5.0892,clean,1,2
778,11063.5,8.652,42.3994,65.4806,118.3973,0.0331,2.6998,5.1509,clean,1,2
779,11064.0,8.6408,39.6113,66.4816,119.3011,0.0351,2.6897,5.1235,clean,1,2
780,11064.5,8.652,46.2058,66.5595,121.6713,0.0507,2.6835,4.9939,clean,1,2
781,11065.0,8.652,52.3494,67.4444,123.6525,0.063,2.6847,4.8129,shale,2,2
782,11065.5,8.6296,66.3953,68.8061,124.5723,0.078,2.6845,4.6791,shale,2,2
783,11066.0,8.6408,75.9884,69.5443,124.8601,0.0867,2.6758,4.613,shale,2,0
784,11066.5,8.652,85.2066,70.4914,125.0624,0.1024,2.6764,4.5151,shale,2,0
785,11067.0,8.6633,84.3191,70.4533,124.6228,0.1069,2.6736,4.4494,shale,2,0
786,11067.5,8.6745,82.8219,70.285,123.8668,0.1107,2.6871,4.3303,shale,2,0
787,11068.0,8.6745,84.1031,72.3521,122.2785,0.1086,2.6886,4.2893,shale,2,0
788,11068.5,8.652,87.1299,69.9948,118.9599,0.1141,2.6825,4.2836,shale,2,0
789,11069.0,8.652,89.0042,67.6375,116.4906,0.1271,2.6778,4.2454,shale,2,0
790,11069.5,8.6745,97.046,66.5021,114.3819,0.1457,2.676,4.1929,shale,2,0
791,11070.0,8.652,104.4266,64.3339,112.5322,0.1525,2.6939,4.0805,shale,2,0
792,11070.5,8.6745,107.3002,61.0095,110.3252,0.1508,2.7045,4.0451,shale,2,0
793,11071.0,8.652,103.1538,60.3189,108.9044,0.1384,2.7016,4.0485,shale,2,0
794,11071.5,8.652,94.9152,59.282,107.0574,0.1401,2.6937,4.0668,shale,2,0
795,11072.0,8.6745,84.1493,59.0595,107.0032,0.1254,2.6892,4.1106,shale,2,0
796,11072.5,8.6296,81.3104,59.2369,107.1468,0.1169,2.6847,4.2743,shale,2,0
797,11073.0,8.6745,77.6463,59.5106,107.1218,0.0975,2.6854,4.4744,shale,2,0
798,11073.5,8.652,74.0292,59.3713,106.9598,0.0893,2.6821,4.6828,shale,2,0
799,11074.0,8.6745,66.9591,58.9291,106.4565,0.0746,2.6974,4.7287,shale,2,2
800,11074.5,8.652,62.1883,58.5198,105.7256,0.0628,2.7051,4.7318,shale,2,2
801,11075.0,8.6745,62.5159,58.3493,105.1101,0.051,2.7064,4.7167,shale,2,2
802,11075.5,8.652,55.2212,57.3152,104.1818,0.0492,2.6956,4.7386,shale,2,2
803,11076.0,8.6745,54.0109,56.7874,104.1654,0.0444,2.6912,4.7492,shale,2,2
804,11076.5,8.6745,53.662,56.7975,104.2822,0.0458,2.6906,4.7759,shale,2,2
805,11077.0,8.6745,58.5893,57.0182,104.9046,0.0449,2.6936,4.8098,shale,2,2
806,11077.5,8.6745,57.4723,57.256,108.7093,0.0459,2.6879,4.8707,shale,2,2
807,11078.0,8.6745,53.3354,58.4727,111.3667,0.0373,2.6983,4.8177,shale,2,2
808,11078.5,8.652,50.7168,59.3966,112.8501,0.0294,2.7089,4.7489,shale,2,2
809,11079.0,8.652,49.4413,60.7421,113.6851,0.0268,2.7091,4.7409,clean,1,2
